Hours_Studied	Attendance	Access_to_Resources	Sleep_Hours	Previous_Scores	Tutoring_Sessions	Exam_Score												
33	61	Low	5	96	2	67												
18	94	Medium	7	70	2	69												
21	97	Medium	6	80	2	72												
18	74	Medium	6	85	4	66												
20	89	Medium	8	51	3	70												
29	78	High	7	80	2	73												
12	86	Medium	5	76	2	68												
15	74	High	6	80	2	66												
28	73	Medium	8	54	4	67												
26	77	Low	7	53	3	67												
18	66	High	9	59	0	62												
25	93	Medium	8	93	2	72												
22	74	High	6	68	0	65												
29	76	Low	9	72	1	69												
20	96	High	9	70	2	69												
26	80	Medium	4	86	0	69												
36	82	Low	7	63	0	69												
24	98	Medium	6	53	1	69												
20	95	High	7	69	0	70												
24	67	Low	6	86	6	67												
18	79	High	6	96	3	69												
34	99	Medium	8	53	0	75												
21	75	Medium	5	91	2	66												
18	75	Low	7	53	0	63												
15	68	Medium	5	67	3	64												
27	65	Medium	9	51	2	66												
25	90	Medium	7	96	1	72												
17	91	High	8	85	3	71												
23	99	Medium	7	68	0	70												
11	91	Medium	7	69	2	67												
21	70	Low	7	82	0	65												
23	62	High	9	54	3	65												
30	99	Medium	6	57	0	73												
15	74	Medium	4	92	1	66												
12	72	Medium	6	60	0	62												
15	96	High	5	86	2	71												
12	83	High	8	61	3	66												
28	69	High	7	54	1	65												
29	96	High	8	95	0	75												
22	100	Medium	7	95	2	74												
27	63	Low	7	80	1	65												
21	94	Medium	7	73	2	71												
19	76	Low	9	78	1	65												
18	81	Low	7	70	0	65												
18	97	Low	9	88	0	67												
11	99	Low	9	88	2	67												
22	70	Medium	7	91	2	66												
20	69	Medium	7	76	1	67												
24	63	Medium	6	90	2	66												
21	82	High	9	58	0	65												
19	61	Medium	6	52	1	59												
15	76	High	6	82	4	69												
20	63	Medium	7	55	2	63												
24	76	Medium	5	78	1	65												
13	62	Low	6	86	2	61												
21	93	Medium	9	70	0	68												
21	68	High	8	52	3	65												
16	73	Low	6	94	1	61												
16	95	High	8	52	0	69												
21	90	Medium	10	95	2	72												
13	69	Low	7	53	2	59												
22	63	Medium	9	87	0	63												
15	89	Medium	8	96	3	69												
26	76	Low	7	95	1	67												
34	91	Medium	7	95	1	70												
15	78	High	8	94	0	67												
23	74	Medium	6	76	1	66												
16	78	Medium	4	78	5	68												
26	90	High	6	81	1	71												
12	96	Medium	4	95	3	69												
23	62	Medium	6	92	0	65												
15	81	Medium	4	89	0	66												
19	61	High	8	84	2	66												
14	79	Medium	5	81	3	67												
25	95	Medium	8	96	1	74												
15	74	High	8	60	3	66												
23	97	High	8	60	1	72												
18	85	Low	4	99	0	69												
19	97	High	9	78	0	68												
21	90	High	8	74	4	71												
15	64	Medium	8	93	0	61												
21	69	Medium	10	92	2	65												
29	76	High	8	59	4	71												
15	67	Medium	5	59	0	59												
27	80	Medium	8	90	1	71												
29	79	High	5	89	0	72												
15	98	High	7	61	1	71												
11	77	Low	6	92	0	61												
22	91	Medium	7	74	1	67												
17	98	Medium	5	73	0	67												
31	95	Medium	5	99	1	74												
20	68	High	6	76	2	66												
15	80	Medium	7	57	1	63												
13	74	Medium	6	64	4	63												
27	76	High	9	67	1	68												
17	74	Low	8	98	1	65												
20	93	Low	8	63	0	66												
26	78	Medium	6	72	1	67												
17	81	Medium	5	87	0	67												
20	99	Low	7	64	0	70												
20	62	Medium	10	85	5	65												
24	80	Medium	7	60	1	68												
24	91	High	9	62	3	70												
19	66	Low	9	99	1	66												
20	84	Medium	8	68	0	69												
18	70	Medium	7	86	1	65												
11	95	Medium	6	92	2	68												
22	73	Medium	7	67	3	65												
31	73	High	6	68	1	70												
15	84	Low	7	89	1	65												
15	67	Medium	5	80	3	67												
15	71	Low	6	68	5	64												
24	77	Medium	8	87	2	68												
23	74	High	6	93	4	70												
19	81	High	6	62	1	64												
14	84	Medium	6	51	4	67												
21	83	High	7	64	2	68												
11	86	Medium	4	84	5	67												
21	72	Low	6	96	4	66												
25	65	High	8	93	2	66												
12	90	Low	7	61	2	66												
11	94	Low	8	94	2	67												
29	70	Medium	4	91	2	69												
16	76	Medium	6	87	3	65												
27	80	Low	7	84	4	68												
19	81	High	8	90	2	67												
19	86	Medium	9	93	1	69												
23	62	Medium	8	91	3	64												
15	89	Medium	6	56	2	67												
21	62	Medium	6	86	2	67												
18	79	High	9	92	1	67												
12	93	High	6	59	2	67												
22	78	High	5	61	2	68												
18	66	Medium	7	89	4	65												
19	99	High	9	67	3	70												
13	96	Medium	6	70	1	68												
30	91	Low	6	69	2	72												
25	76	High	6	61	1	67												
26	67	Low	8	97	2	66												
18	98	Low	7	90	0	68												
10	81	High	8	63	1	64												
32	94	High	9	55	4	75												
20	74	Low	5	69	1	66												
16	73	High	6	71	0	67												
23	99	High	6	50	1	71												
27	81	High	7	94	0	68												
20	66	Medium	8	93	2	65												
28	69	High	6	93	0	67												
26	79	High	6	90	0	66												
14	62	Medium	8	87	1	60												
16	79	Medium	8	82	2	64												
26	77	Medium	7	98	0	69												
4	91	Medium	4	86	3	64												
19	74	High	9	82	2	66												
11	99	Medium	7	89	3	72												
17	67	Low	7	62	0	60												
18	84	High	6	98	3	69												
18	64	Medium	6	51	2	62												
17	89	Medium	6	82	3	70												
13	100	Low	4	54	3	65												
34	93	Medium	6	93	2	77												
31	82	High	5	98	0	71												
13	79	High	7	70	4	66												
29	93	Medium	5	93	2	74												
18	97	High	8	67	1	70												
21	100	Medium	5	58	2	69												
20	76	Medium	9	64	2	64												
16	100	Medium	8	65	1	69												
26	66	High	5	82	1	68												
21	70	Low	7	90	1	63												
17	64	Medium	6	60	1	61												
12	71	Medium	8	54	0	61												
15	91	Low	10	61	0	65												
10	94	High	9	65	3	65												
20	91	Medium	6	64	0	69												
13	85	High	7	61	3	69												
18	81	Medium	9	73	1	65												
28	88	High	8	93	3	72												
27	76	High	9	55	3	69												
20	94	Medium	8	93	1	71												
19	87	Medium	7	75	2	67												
31	88	High	7	83	0	72												
23	81	High	5	91	0	70												
18	95	Medium	6	65	1	68												
11	70	Medium	6	98	3	66												
22	75	High	6	54	4	68												
25	91	Low	7	76	1	71												
16	80	Medium	7	63	2	63												
22	96	High	7	70	2	70												
18	74	High	8	72	1	65												
19	75	High	6	96	2	70												
5	96	Low	8	72	3	65												
19	79	High	9	85	0	68												
26	81	Medium	8	98	1	69												
16	73	Medium	6	75	3	66												
20	71	Medium	8	70	0	62												
15	86	High	8	99	2	70												
22	65	Low	8	91	2	65												
19	95	High	9	97	0	71												
14	91	High	8	70	2	68												
28	68	Low	9	85	0	65												
26	88	High	7	62	1	70												
16	84	High	6	93	0	69												
23	67	Low	9	97	1	66												
23	71	Medium	6	63	1	66												
24	76	Medium	10	55	2	67												
10	88	Medium	9	60	1	63												
26	86	High	7	82	2	70												
17	81	Medium	9	64	0	65												
18	91	High	8	82	3	70												
36	90	High	5	68	1	74												
22	85	Medium	6	96	0	69												
18	91	Medium	7	73	0	68												
7	73	Medium	7	75	1	64												
28	95	Medium	9	67	2	73												
12	85	Medium	7	54	4	66												
14	93	Low	5	75	0	65												
18	82	Low	6	89	0	66												
28	69	Low	8	98	0	67												
25	82	High	4	54	0	67												
19	75	Medium	5	90	0	66												
22	88	Low	6	63	3	69												
16	79	Medium	8	91	4	69												
21	93	Low	7	67	2	68												
20	87	Low	8	56	1	64												
26	87	Medium	7	81	1	70												
26	69	Medium	7	95	1	67												
23	99	Low	6	59	1	68												
18	94	Medium	8	51	0	67												
24	92	Medium	5	94	1	73												
19	73	Medium	7	85	1	65												
14	81	High	9	90	3	69												
18	65	Medium	6	53	1	63												
21	82	Medium	5	95	3	68												
25	66	High	4	71	0	64												
19	82	High	8	95	2	68												
13	86	High	8	53	2	66												
20	76	Medium	6	94	2	65												
21	80	Medium	5	84	4	69												
21	95	Medium	7	78	2	69												
26	64	High	9	53	2	64												
26	92	High	5	84	0	74												
16	67	Medium	9	80	1	64												
16	61	Low	4	86	3	63												
14	67	Medium	5	86	0	64												
24	91	Medium	7	72	3	71												
29	76	High	8	60	2	68												
18	95	Medium	9	96	4	72												
19	81	Low	8	96	1	67												
29	61	High	9	61	0	64												
23	89	Low	7	82	2	70												
23	64	Medium	6	60	2	65												
13	92	Medium	9	93	2	69												
24	67	Medium	9	55	2	65												
14	74	Medium	8	100	1	66												
13	90	Medium	8	81	0	67												
18	98	Low	9	51	1	68												
16	75	Medium	8	94	0	65												
19	93	Medium	7	84	0	68												
11	68	High	8	85	2	63												
26	92	Medium	8	64	1	71												
27	86	Medium	8	67	1	71												
8	68	Medium	7	96	2	65												
26	72	Low	8	82	2	65												
15	65	Low	8	51	1	61												
25	75	High	7	66	0	68												
20	68	Medium	6	80	4	65												
20	86	Medium	9	57	0	66												
19	100	Low	5	55	2	69												
27	60	High	6	53	3	65												
13	82	High	7	82	1	65												
24	83	Medium	4	66	2	70												
27	97	Medium	9	69	1	70												
24	80	Medium	7	53	2	67												
34	82	High	9	87	3	75												
17	79	Low	10	88	3	65												
26	71	Medium	7	91	2	66												
19	62	Medium	9	83	2	67												
27	76	Medium	5	89	0	67												
20	62	Medium	8	79	2	62												
18	82	Medium	6	75	0	66												
28	72	High	8	63	1	66												
17	81	Low	8	53	0	64												
12	65	Medium	7	65	2	60												
17	97	Medium	8	84	3	70												
24	96	Medium	8	96	2	72												
28	68	Medium	7	63	0	67												
21	74	High	10	83	1	67												
28	85	Medium	7	74	1	72												
12	64	High	9	81	1	63												
17	74	Medium	9	50	0	60												
18	70	Medium	4	56	1	65												
19	97	Medium	9	61	2	72												
21	94	High	9	95	0	70												
24	83	Medium	7	52	1	71												
17	81	Medium	8	78	1	66												
21	97	Medium	8	96	2	72												
20	97	Medium	9	83	3	73												
14	99	Medium	6	74	2	71												
19	65	Low	9	69	4	64												
19	66	High	5	81	1	66												
19	87	Medium	4	74	1	69												
20	82	Medium	8	85	1	66												
20	61	High	9	81	0	63												
17	62	Medium	7	78	0	62												
28	96	Low	4	98	1	98												
13	95	High	5	92	1	71												
16	74	Medium	8	80	0	66												
37	96	Medium	7	77	2	75												
14	84	Medium	9	86	1	68												
12	92	Medium	7	90	2	69												
24	77	Low	6	65	2	68												
8	65	Medium	7	83	3	60												
19	77	Low	9	57	4	64												
33	78	Medium	9	72	4	71												
11	82	High	7	97	2	69												
8	64	Medium	7	66	1	60												
11	100	High	8	58	1	70												
25	70	Medium	6	57	4	66												
27	68	Medium	8	70	0	68												
17	81	Low	7	61	2	67												
24	81	Medium	7	71	1	70												
28	78	Medium	7	86	0	69												
31	91	High	7	94	2	75												
19	81	Low	10	56	1	65												
6	84	Medium	6	88	1	65												
15	89	Low	6	55	1	66												
17	61	Medium	9	69	1	64												
18	83	Medium	8	100	1	66												
19	95	High	8	53	3	70												
27	61	Low	5	51	1	63												
28	76	Low	7	67	1	66												
19	97	Medium	8	98	1	71												
27	74	High	6	51	2	68												
22	78	Medium	8	61	2	68												
20	99	Medium	7	80	0	71												
25	68	Medium	6	62	1	63												
20	63	Low	9	53	1	60												
32	94	High	9	53	1	73												
11	95	Medium	7	78	4	68												
17	79	High	8	78	2	70												
19	81	Medium	9	85	1	66												
23	93	Medium	6	57	1	72												
28	90	Low	8	75	1	70												
20	71	High	6	80	2	68												
11	61	Medium	5	61	3	60												
25	79	Medium	6	77	2	68												
25	94	High	5	85	1	74												
8	96	Medium	8	100	1	68												
20	98	Medium	6	80	4	72												
10	95	High	5	93	0	69												
16	83	Medium	8	92	2	98												
15	78	High	8	97	1	68												
25	91	Low	7	86	0	70												
21	90	Medium	8	61	1	69												
12	82	Low	6	65	3	64												
25	63	Low	6	89	1	65												
11	97	Medium	8	76	2	69												
22	78	Low	9	63	2	67												
15	75	High	6	83	1	65												
18	85	High	6	95	2	70												
23	87	Low	8	68	0	68												
23	68	Medium	8	80	1	65												
28	93	Medium	7	79	0	74												
20	72	Medium	9	56	4	65												
22	67	High	10	55	1	65												
17	76	Medium	8	94	3	68												
21	89	Medium	6	97	1	68												
23	99	Medium	8	95	5	74												
19	92	Medium	6	70	2	71												
9	98	Medium	9	64	1	67												
22	66	Medium	6	97	0	64												
22	63	Low	7	94	0	61												
16	82	Medium	6	91	0	66												
12	72	Medium	7	67	0	61												
29	93	High	7	82	5	73												
23	87	Medium	8	88	2	70												
19	99	Medium	7	79	2	70												
13	70	Low	7	80	1	63												
15	79	Medium	6	88	3	69												
28	80	High	7	88	2	72												
21	70	High	5	62	2	66												
17	84	High	9	70	1	68												
23	78	High	7	89	1	67												
15	78	High	9	63	2	65												
29	75	Medium	7	96	2	68												
28	61	Medium	4	92	1	68												
17	81	Medium	6	95	2	69												
16	73	High	7	65	1	66												
4	60	Medium	7	55	2	58												
11	72	Low	8	55	0	60												
12	71	High	7	78	3	67												
21	76	Medium	6	65	2	65												
18	65	Medium	6	63	1	62												
12	80	High	6	61	0	65												
18	88	High	8	78	0	69												
23	85	High	8	77	0	70												
23	92	High	6	71	2	70												
9	78	Medium	9	57	1	63												
19	81	Medium	8	96	0	69												
12	92	Medium	6	71	0	64												
25	77	High	7	56	1	69												
25	88	Medium	8	52	1	70												
15	77	Medium	5	58	1	64												
15	77	Medium	5	65	2	65												
17	90	Medium	8	82	0	70												
6	67	Low	6	99	0	60												
22	74	High	9	64	3	68												
18	69	Low	10	89	2	61												
26	74	Low	8	96	2	68												
13	69	Low	8	70	1	61												
16	83	Medium	5	63	2	64												
11	92	Medium	5	75	2	66												
14	91	Medium	7	95	2	70												
13	75	High	5	51	3	65												
26	100	High	7	74	1	74												
16	84	High	6	88	1	66												
21	76	Medium	7	80	3	65												
18	93	High	7	75	1	69												
12	89	High	8	78	4	69												
19	90	High	7	81	2	69												
24	68	Low	6	84	1	66												
13	79	Low	5	68	2	63												
25	94	Low	7	76	1	69												
15	80	High	4	64	1	65												
17	87	Medium	9	99	1	67												
23	84	Medium	8	59	1	66												
16	94	Medium	8	58	2	67												
20	71	High	6	63	1	65												
18	83	High	8	96	0	69												
21	65	High	6	83	3	65												
6	88	High	7	73	3	67												
9	89	Medium	6	96	0	66												
24	62	Medium	7	95	1	64												
26	87	High	5	70	1	70												
15	77	High	7	78	0	65												
19	65	Medium	5	95	2	65												
22	77	Low	10	66	2	64												
24	68	Low	7	70	1	64												
8	77	Low	7	90	1	61												
15	75	Medium	8	85	1	65												
18	90	Medium	5	52	5	68												
24	91	High	6	56	1	70												
35	84	Medium	8	92	6	74												
19	61	Medium	7	51	1	60												
12	97	Low	6	96	2	71												
22	87	High	8	64	2	70												
28	61	Medium	7	80	2	67												
21	93	Medium	8	78	0	68												
15	68	Medium	8	70	3	64												
26	83	Low	6	52	0	67												
24	79	Low	7	60	0	65												
14	77	Medium	4	81	3	66												
22	96	Medium	6	72	1	72												
26	77	Medium	7	71	3	69												
27	63	Medium	8	55	1	65												
20	98	High	8	67	0	71												
18	97	High	6	76	0	72												
27	87	Medium	6	54	0	70												
13	79	Medium	9	53	1	63												
23	64	Medium	7	75	2	66												
12	92	Low	7	78	3	67												
26	63	High	8	63	1	67												
18	63	Medium	7	66	2	62												
28	81	High	7	90	3	72												
23	66	High	7	93	1	69												
13	60	Medium	6	66	1	61												
29	77	Low	7	68	1	67												
29	65	Medium	4	92	0	66												
25	66	Medium	6	99	2	68												
